title,authors,gutenberg_id,sitelinks,missing_language,language_marc,speakers_millions,opportunity_score
The Hound of the Baskervilles,Arthur Conan Doyle,3070,63,Javanese,jav,68.3,34.15
United States Bill of Rights,,2,63,Javanese,jav,68.3,34.15
Robinson Crusoe,Daniel Defoe,12623,98,Hausa,hau,43.9,34.144
The Adventures of Tom Sawyer,Mark Twain,74,76,Gujarati,guj,56.4,34.019
The Last of the Mohicans,James Fenimore Cooper,940,52,Turkish,tur,82.2,33.924
Little Women,Louisa May Alcott,514,52,Turkish,tur,82.2,33.924
Robinson Crusoe,Daniel Defoe,12623,98,Kannada,kan,43.6,33.911
The Adventures of Sherlock Holmes,Arthur Conan Doyle,1661,52,Telugu,tel,82.0,33.841
The Last of the Mohicans,James Fenimore Cooper,940,52,Telugu,tel,82.0,33.841
Little Women,Louisa May Alcott,514,52,Telugu,tel,82.0,33.841
Sense and Sensibility,Jane Austen,161,56,Vietnamese,vie,76.0,33.778
A Christmas Carol,Charles Dickens,46,75,Gujarati,guj,56.4,33.571
Dracula,Bram Stoker,345,75,Gujarati,guj,56.4,33.571
Sense and Sensibility,Jane Austen,161,56,Tamil,tam,75.0,33.333
A Study in Scarlet,Arthur Conan Doyle,244,61,Urdu,urd,68.6,33.211
Through the Looking-Glass,Lewis Carroll,12,61,Urdu,urd,68.6,33.211
A Study in Scarlet,Arthur Conan Doyle,244,61,Javanese,jav,68.3,33.066
Through the Looking-Glass,Lewis Carroll,12,61,Javanese,jav,68.3,33.066
A Journey to the Centre of the Earth,Jules Verne,18857,64,Italian,ita,64.8,32.914
Book of Mormon,Joseph Smith; Mormon,17,126,Burmese,bur,32.9,32.9
Strange Case of Dr Jekyll and Mr Hyde,Robert Louis Stevenson,43,60,Urdu,urd,68.6,32.667
Strange Case of Dr Jekyll and Mr Hyde,Robert Louis Stevenson,43,60,Javanese,jav,68.3,32.524
Book of Mormon,Joseph Smith; Mormon,17,126,Sundanese,sun,32.4,32.4
United States Bill of Rights,,2,63,Italian,ita,64.8,32.4
The Call of the Wild,Jack London,215,53,Malay,may,77.0,32.389
Critique of Pure Reason,Immanuel Kant,4280,59,Urdu,urd,68.6,32.122
Leviathan,Thomas Hobbes,3207,59,Urdu,urd,68.6,32.122
Critique of Pure Reason,Immanuel Kant,4280,59,Javanese,jav,68.3,31.982
Leviathan,Thomas Hobbes,3207,59,Javanese,jav,68.3,31.982
The Call of the Wild,Jack London,215,53,Vietnamese,vie,76.0,31.968
The Adventures of Sherlock Holmes,Arthur Conan Doyle,1661,52,Korean,kor,77.3,31.902
The Last of the Mohicans,James Fenimore Cooper,940,52,Korean,kor,77.3,31.902
The Last of the Mohicans,James Fenimore Cooper,940,52,Malay,may,77.0,31.778
Little Women,Louisa May Alcott,514,52,Malay,may,77.0,31.778
Little Women,Louisa May Alcott,514,52,German,ger,76.5,31.571
The Call of the Wild,Jack London,215,53,Tamil,tam,75.0,31.548
The Adventures of Sherlock Holmes,Arthur Conan Doyle,1661,52,Vietnamese,vie,76.0,31.365
The Last of the Mohicans,James Fenimore Cooper,940,52,Vietnamese,vie,76.0,31.365
Little Women,Louisa May Alcott,514,52,Vietnamese,vie,76.0,31.365
The Adventures of Sherlock Holmes,Arthur Conan Doyle,1661,52,Tamil,tam,75.0,30.952
The Last of the Mohicans,James Fenimore Cooper,940,52,Tamil,tam,75.0,30.952
Little Women,Louisa May Alcott,514,52,Tamil,tam,75.0,30.952
Great Expectations,Charles Dickens,1400,69,Gujarati,guj,56.4,30.886
The Jungle Book,,236,69,Gujarati,guj,56.4,30.886
Pride and Prejudice,Jane Austen,1342,99,Pashto,pus,39.0,30.643
Sense and Sensibility,Jane Austen,161,56,Urdu,urd,68.6,30.489
David Copperfield,Charles Dickens,766,68,Gujarati,guj,56.4,30.438
Treasure Island,Robert Louis Stevenson,120,85,Persian,per,45.0,30.357
Sense and Sensibility,Jane Austen,161,56,Javanese,jav,68.3,30.356
Critique of Pure Reason,Immanuel Kant,4280,59,Italian,ita,64.8,30.343
Leviathan,Thomas Hobbes,3207,59,Italian,ita,64.8,30.343
Robinson Crusoe,Daniel Defoe,12623,98,Pashto,pus,39.0,30.333
The Great Gatsby,F. Scott Fitzgerald,64317,84,Persian,per,45.0,30.0
Pride and Prejudice,Jane Austen,1342,99,Yoruba,yor,37.8,29.7
Oliver Twist,Charles Dickens,56586,83,Persian,per,45.0,29.643
Ulysses,James Joyce,4300,83,Persian,per,45.0,29.643
Treasure Island,Robert Louis Stevenson,120,85,Hausa,hau,43.9,29.615
Treasure Island,Robert Louis Stevenson,120,85,Kannada,kan,43.6,29.413
Robinson Crusoe,Daniel Defoe,12623,98,Yoruba,yor,37.8,29.4
The Picture of Dorian Gray,Oscar Wilde,4078,82,Persian,per,45.0,29.286
The Great Gatsby,F. Scott Fitzgerald,64317,84,Hausa,hau,43.9,29.267
Pride and Prejudice,Jane Austen,1342,99,Malayalam,mal,37.1,29.15
The Great Gatsby,F. Scott Fitzgerald,64317,84,Kannada,kan,43.6,29.067
Oliver Twist,Charles Dickens,56586,83,Hausa,hau,43.9,28.918
Ulysses,James Joyce,4300,83,Hausa,hau,43.9,28.918
Robinson Crusoe,Daniel Defoe,12623,98,Malayalam,mal,37.1,28.856
The Call of the Wild,Jack London,215,53,Urdu,urd,68.6,28.856
The Call of the Wild,Jack London,215,53,Javanese,jav,68.3,28.729
Oliver Twist,Charles Dickens,56586,83,Kannada,kan,43.6,28.721
Ulysses,James Joyce,4300,83,Kannada,kan,43.6,28.721
A Journey to the Centre of the Earth,Jules Verne,18857,64,Gujarati,guj,56.4,28.648
The Picture of Dorian Gray,Oscar Wilde,4078,82,Hausa,hau,43.9,28.57
The Picture of Dorian Gray,Oscar Wilde,4078,82,Kannada,kan,43.6,28.375
The Adventures of Sherlock Holmes,Arthur Conan Doyle,1661,52,Urdu,urd,68.6,28.311
The Last of the Mohicans,James Fenimore Cooper,940,52,Urdu,urd,68.6,28.311
The Hound of the Baskervilles,Arthur Conan Doyle,3070,63,Gujarati,guj,56.4,28.2
United States Bill of Rights,,2,63,Gujarati,guj,56.4,28.2
The Adventures of Sherlock Holmes,Arthur Conan Doyle,1661,52,Javanese,jav,68.3,28.187
The Last of the Mohicans,James Fenimore Cooper,940,52,Javanese,jav,68.3,28.187
Little Women,Louisa May Alcott,514,52,Javanese,jav,68.3,28.187
A Study in Scarlet,Arthur Conan Doyle,244,61,Gujarati,guj,56.4,27.305
Through the Looking-Glass,Lewis Carroll,12,61,Gujarati,guj,56.4,27.305
Pride and Prejudice,Jane Austen,1342,99,Odia,ori,34.5,27.107
Book of Mormon,Joseph Smith; Mormon,17,126,Uzbek,uzb,27.0,27.0
Book of Mormon,Joseph Smith; Mormon,17,126,Igbo,ibo,27.0,27.0
Book of Mormon,Joseph Smith; Mormon,17,126,Ukrainian,ukr,26.9,26.9
Strange Case of Dr Jekyll and Mr Hyde,Robert Louis Stevenson,43,60,Gujarati,guj,56.4,26.857
Robinson Crusoe,Daniel Defoe,12623,98,Odia,ori,34.5,26.833
A Christmas Carol,Charles Dickens,46,75,Persian,per,45.0,26.786
Dracula,Bram Stoker,345,75,Persian,per,45.0,26.786
Treasure Island,Robert Louis Stevenson,120,85,Polish,pol,39.7,26.782
The Adventures of Sherlock Holmes,Arthur Conan Doyle,1661,52,Italian,ita,64.8,26.743
The Adventures of Tom Sawyer,Mark Twain,74,76,Hausa,hau,43.9,26.479
Critique of Pure Reason,Immanuel Kant,4280,59,Gujarati,guj,56.4,26.41
Leviathan,Thomas Hobbes,3207,59,Gujarati,guj,56.4,26.41
Treasure Island,Robert Louis Stevenson,120,85,Pashto,pus,39.0,26.31
The Adventures of Tom Sawyer,Mark Twain,74,76,Kannada,kan,43.6,26.298
Oliver Twist,Charles Dickens,56586,83,Polish,pol,39.7,26.152
A Christmas Carol,Charles Dickens,46,75,Hausa,hau,43.9,26.131
Dracula,Bram Stoker,345,75,Hausa,hau,43.9,26.131
The Great Gatsby,F. Scott Fitzgerald,64317,84,Pashto,pus,39.0,26.0
A Christmas Carol,Charles Dickens,46,75,Kannada,kan,43.6,25.952
Dracula,Bram Stoker,345,75,Kannada,kan,43.6,25.952
Pride and Prejudice,Jane Austen,1342,99,Burmese,bur,32.9,25.85
The Picture of Dorian Gray,Oscar Wilde,4078,82,Polish,pol,39.7,25.837
Oliver Twist,Charles Dickens,56586,83,Pashto,pus,39.0,25.69
Ulysses,James Joyce,4300,83,Pashto,pus,39.0,25.69
Robinson Crusoe,Daniel Defoe,12623,98,Burmese,bur,32.9,25.589
Treasure Island,Robert Louis Stevenson,120,85,Yoruba,yor,37.8,25.5
Pride and Prejudice,Jane Austen,1342,99,Sundanese,sun,32.4,25.457
The Picture of Dorian Gray,Oscar Wilde,4078,82,Pashto,pus,39.0,25.381
Robinson Crusoe,Daniel Defoe,12623,98,Sundanese,sun,32.4,25.2
The Great Gatsby,F. Scott Fitzgerald,64317,84,Yoruba,yor,37.8,25.2
Sense and Sensibility,Jane Austen,161,56,Gujarati,guj,56.4,25.067
Treasure Island,Robert Louis Stevenson,120,85,Malayalam,mal,37.1,25.028
Oliver Twist,Charles Dickens,56586,83,Yoruba,yor,37.8,24.9
Ulysses,James Joyce,4300,83,Yoruba,yor,37.8,24.9
The Great Gatsby,F. Scott Fitzgerald,64317,84,Malayalam,mal,37.1,24.733
Great Expectations,Charles Dickens,1400,69,Persian,per,45.0,24.643
The Jungle Book,,236,69,Persian,per,45.0,24.643
Book of Mormon,Joseph Smith; Mormon,17,126,Sindhi,snd,24.6,24.6
The Picture of Dorian Gray,Oscar Wilde,4078,82,Yoruba,yor,37.8,24.6
Ulysses,James Joyce,4300,83,Malayalam,mal,37.1,24.439
Book of Mormon,Joseph Smith; Mormon,17,126,Romanian,rum,24.3,24.3
The Merchant of Venice,William Shakespeare,2243,68,Persian,per,45.0,24.286
David Copperfield,Charles Dickens,766,68,Persian,per,45.0,24.286
The Picture of Dorian Gray,Oscar Wilde,4078,82,Malayalam,mal,37.1,24.144
Great Expectations,Charles Dickens,1400,69,Hausa,hau,43.9,24.04
The Jungle Book,,236,69,Hausa,hau,43.9,24.04
Book of Mormon,Joseph Smith; Mormon,17,126,Oromo,orm,24.0,24.0
Book of Mormon,Joseph Smith; Mormon,17,126,Fula,ful,24.0,24.0
Great Expectations,Charles Dickens,1400,69,Kannada,kan,43.6,23.876
The Jungle Book,,236,69,Kannada,kan,43.6,23.876
The Call of the Wild,Jack London,215,53,Gujarati,guj,56.4,23.724
The Merchant of Venice,William Shakespeare,2243,68,Hausa,hau,43.9,23.692
David Copperfield,Charles Dickens,766,68,Hausa,hau,43.9,23.692
Book of Mormon,Joseph Smith; Mormon,17,126,Tagalog,tgl,23.6,23.6
The Merchant of Venice,William Shakespeare,2243,68,Kannada,kan,43.6,23.53
David Copperfield,Charles Dickens,766,68,Kannada,kan,43.6,23.53
The Adventures of Tom Sawyer,Mark Twain,74,76,Pashto,pus,39.0,23.524
The Adventures of Sherlock Holmes,Arthur Conan Doyle,1661,52,Gujarati,guj,56.4,23.276
The Last of the Mohicans,James Fenimore Cooper,940,52,Gujarati,guj,56.4,23.276
Little Women,Louisa May Alcott,514,52,Gujarati,guj,56.4,23.276
Treasure Island,Robert Louis Stevenson,120,85,Odia,ori,34.5,23.274
A Christmas Carol,Charles Dickens,46,75,Pashto,pus,39.0,23.214
Dracula,Bram Stoker,345,75,Pashto,pus,39.0,23.214
A Tale of Two Cities,Charles Dickens,98,65,Persian,per,45.0,23.214
Book of Mormon,Joseph Smith; Mormon,17,126,Azerbaijani,aze,23.0,23.0
The Great Gatsby,F. Scott Fitzgerald,64317,84,Odia,ori,34.5,23.0
A Journey to the Centre of the Earth,Jules Verne,18857,64,Persian,per,45.0,22.857
The Adventures of Tom Sawyer,Mark Twain,74,76,Yoruba,yor,37.8,22.8
Oliver Twist,Charles Dickens,56586,83,Odia,ori,34.5,22.726
Ulysses,James Joyce,4300,83,Odia,ori,34.5,22.726
A Tale of Two Cities,Charles Dickens,98,65,Hausa,hau,43.9,22.647
A Christmas Carol,Charles Dickens,46,75,Yoruba,yor,37.8,22.5
Dracula,Bram Stoker,345,75,Yoruba,yor,37.8,22.5
The Hound of the Baskervilles,Arthur Conan Doyle,3070,63,Persian,per,45.0,22.5
United States Bill of Rights,,2,63,Persian,per,45.0,22.5
A Tale of Two Cities,Charles Dickens,98,65,Kannada,kan,43.6,22.492
The Picture of Dorian Gray,Oscar Wilde,4078,82,Odia,ori,34.5,22.452
A Journey to the Centre of the Earth,Jules Verne,18857,64,Hausa,hau,43.9,22.298
Treasure Island,Robert Louis Stevenson,120,85,Burmese,bur,32.9,22.194
A Journey to the Centre of the Earth,Jules Verne,18857,64,Kannada,kan,43.6,22.146
A Christmas Carol,Charles Dickens,46,75,Malayalam,mal,37.1,22.083
Dracula,Bram Stoker,345,75,Malayalam,mal,37.1,22.083
The Hound of the Baskervilles,Arthur Conan Doyle,3070,63,Hausa,hau,43.9,21.95
United States Bill of Rights,,2,63,Hausa,hau,43.9,21.95
The Great Gatsby,F. Scott Fitzgerald,64317,84,Burmese,bur,32.9,21.933
Book of Mormon,Joseph Smith; Mormon,17,126,Amharic,amh,21.9,21.9
Treasure Island,Robert Louis Stevenson,120,85,Sundanese,sun,32.4,21.857
The Hound of the Baskervilles,Arthur Conan Doyle,3070,63,Kannada,kan,43.6,21.8
United States Bill of Rights,,2,63,Kannada,kan,43.6,21.8
A Study in Scarlet,Arthur Conan Doyle,244,61,Persian,per,45.0,21.786
Through the Looking-Glass,Lewis Carroll,12,61,Persian,per,45.0,21.786
Great Expectations,Charles Dickens,1400,69,Polish,pol,39.7,21.74
The Jungle Book,,236,69,Polish,pol,39.7,21.74
Oliver Twist,Charles Dickens,56586,83,Burmese,bur,32.9,21.672
Ulysses,James Joyce,4300,83,Burmese,bur,32.9,21.672
The Great Gatsby,F. Scott Fitzgerald,64317,84,Sundanese,sun,32.4,21.6
Strange Case of Dr Jekyll and Mr Hyde,Robert Louis Stevenson,43,60,Persian,per,45.0,21.429
David Copperfield,Charles Dickens,766,68,Polish,pol,39.7,21.425
The Picture of Dorian Gray,Oscar Wilde,4078,82,Burmese,bur,32.9,21.411
Great Expectations,Charles Dickens,1400,69,Pashto,pus,39.0,21.357
The Jungle Book,,236,69,Pashto,pus,39.0,21.357
Oliver Twist,Charles Dickens,56586,83,Sundanese,sun,32.4,21.343
Ulysses,James Joyce,4300,83,Sundanese,sun,32.4,21.343
A Study in Scarlet,Arthur Conan Doyle,244,61,Hausa,hau,43.9,21.253
Through the Looking-Glass,Lewis Carroll,12,61,Hausa,hau,43.9,21.253
Pride and Prejudice,Jane Austen,1342,99,Uzbek,uzb,27.0,21.214
Pride and Prejudice,Jane Austen,1342,99,Igbo,ibo,27.0,21.214
Pride and Prejudice,Jane Austen,1342,99,Ukrainian,ukr,26.9,21.136
A Study in Scarlet,Arthur Conan Doyle,244,61,Kannada,kan,43.6,21.108
Through the Looking-Glass,Lewis Carroll,12,61,Kannada,kan,43.6,21.108
The Picture of Dorian Gray,Oscar Wilde,4078,82,Sundanese,sun,32.4,21.086
Critique of Pure Reason,Immanuel Kant,4280,59,Persian,per,45.0,21.071
Leviathan,Thomas Hobbes,3207,59,Persian,per,45.0,21.071
The Merchant of Venice,William Shakespeare,2243,68,Pashto,pus,39.0,21.048
David Copperfield,Charles Dickens,766,68,Pashto,pus,39.0,21.048
Book of Mormon,Joseph Smith; Mormon,17,126,Kurdish,kur,21.0,21.0
Robinson Crusoe,Daniel Defoe,12623,98,Uzbek,uzb,27.0,21.0
Robinson Crusoe,Daniel Defoe,12623,98,Igbo,ibo,27.0,21.0
Robinson Crusoe,Daniel Defoe,12623,98,Ukrainian,ukr,26.9,20.922
Strange Case of Dr Jekyll and Mr Hyde,Robert Louis Stevenson,43,60,Hausa,hau,43.9,20.905
The Adventures of Tom Sawyer,Mark Twain,74,76,Odia,ori,34.5,20.81
Strange Case of Dr Jekyll and Mr Hyde,Robert Louis Stevenson,43,60,Kannada,kan,43.6,20.762
Book of Mormon,Joseph Smith; Mormon,17,126,Thai,tha,20.7,20.7
Great Expectations,Charles Dickens,1400,69,Yoruba,yor,37.8,20.7
The Jungle Book,,236,69,Yoruba,yor,37.8,20.7
Critique of Pure Reason,Immanuel Kant,4280,59,Hausa,hau,43.9,20.556
Leviathan,Thomas Hobbes,3207,59,Hausa,hau,43.9,20.556
A Christmas Carol,Charles Dickens,46,75,Odia,ori,34.5,20.536
Dracula,Bram Stoker,345,75,Odia,ori,34.5,20.536
A Tale of Two Cities,Charles Dickens,98,65,Polish,pol,39.7,20.48
Critique of Pure Reason,Immanuel Kant,4280,59,Kannada,kan,43.6,20.416
Leviathan,Thomas Hobbes,3207,59,Kannada,kan,43.6,20.416
The Merchant of Venice,William Shakespeare,2243,68,Yoruba,yor,37.8,20.4
David Copperfield,Charles Dickens,766,68,Yoruba,yor,37.8,20.4
Great Expectations,Charles Dickens,1400,69,Malayalam,mal,37.1,20.317
The Jungle Book,,236,69,Malayalam,mal,37.1,20.317
A Journey to the Centre of the Earth,Jules Verne,18857,64,Polish,pol,39.7,20.165
A Tale of Two Cities,Charles Dickens,98,65,Pashto,pus,39.0,20.119
The Merchant of Venice,William Shakespeare,2243,68,Malayalam,mal,37.1,20.022
David Copperfield,Charles Dickens,766,68,Malayalam,mal,37.1,20.022
Book of Mormon,Joseph Smith; Mormon,17,126,Lingala,lin,20.0,20.0
Sense and Sensibility,Jane Austen,161,56,Persian,per,45.0,20.0
United States Bill of Rights,,2,63,Polish,pol,39.7,19.85
The Adventures of Tom Sawyer,Mark Twain,74,76,Burmese,bur,32.9,19.844
A Journey to the Centre of the Earth,Jules Verne,18857,64,Pashto,pus,39.0,19.81
A Christmas Carol,Charles Dickens,46,75,Burmese,bur,32.9,19.583
Dracula,Bram Stoker,345,75,Burmese,bur,32.9,19.583
The Adventures of Tom Sawyer,Mark Twain,74,76,Sundanese,sun,32.4,19.543
Sense and Sensibility,Jane Austen,161,56,Hausa,hau,43.9,19.511
A Tale of Two Cities,Charles Dickens,98,65,Yoruba,yor,37.8,19.5
The Hound of the Baskervilles,Arthur Conan Doyle,3070,63,Pashto,pus,39.0,19.5
United States Bill of Rights,,2,63,Pashto,pus,39.0,19.5
Sense and Sensibility,Jane Austen,161,56,Kannada,kan,43.6,19.378
Pride and Prejudice,Jane Austen,1342,99,Sindhi,snd,24.6,19.329
A Christmas Carol,Charles Dickens,46,75,Sundanese,sun,32.4,19.286
Dracula,Bram Stoker,345,75,Sundanese,sun,32.4,19.286
A Study in Scarlet,Arthur Conan Doyle,244,61,Polish,pol,39.7,19.22
Through the Looking-Glass,Lewis Carroll,12,61,Polish,pol,39.7,19.22
A Journey to the Centre of the Earth,Jules Verne,18857,64,Yoruba,yor,37.8,19.2
A Tale of Two Cities,Charles Dickens,98,65,Malayalam,mal,37.1,19.139
Robinson Crusoe,Daniel Defoe,12623,98,Sindhi,snd,24.6,19.133
Book of Mormon,Joseph Smith; Mormon,17,126,Serbo-Croatian,sh,19.0,19.0
The Call of the Wild,Jack London,215,53,Persian,per,45.0,18.929
Strange Case of Dr Jekyll and Mr Hyde,Robert Louis Stevenson,43,60,Polish,pol,39.7,18.905
The Hound of the Baskervilles,Arthur Conan Doyle,3070,63,Yoruba,yor,37.8,18.9
United States Bill of Rights,,2,63,Yoruba,yor,37.8,18.9
Great Expectations,Charles Dickens,1400,69,Odia,ori,34.5,18.893
The Jungle Book,,236,69,Odia,ori,34.5,18.893
A Study in Scarlet,Arthur Conan Doyle,244,61,Pashto,pus,39.0,18.881
Through the Looking-Glass,Lewis Carroll,12,61,Pashto,pus,39.0,18.881
Pride and Prejudice,Jane Austen,1342,99,Oromo,orm,24.0,18.857
Pride and Prejudice,Jane Austen,1342,99,Fula,ful,24.0,18.857
A Journey to the Centre of the Earth,Jules Verne,18857,64,Malayalam,mal,37.1,18.844
Robinson Crusoe,Daniel Defoe,12623,98,Oromo,orm,24.0,18.667
Robinson Crusoe,Daniel Defoe,12623,98,Fula,ful,24.0,18.667
The Merchant of Venice,William Shakespeare,2243,68,Odia,ori,34.5,18.619
David Copperfield,Charles Dickens,766,68,Odia,ori,34.5,18.619
Critique of Pure Reason,Immanuel Kant,4280,59,Polish,pol,39.7,18.59
Leviathan,Thomas Hobbes,3207,59,Polish,pol,39.7,18.59
Strange Case of Dr Jekyll and Mr Hyde,Robert Louis Stevenson,43,60,Pashto,pus,39.0,18.571
The Adventures of Sherlock Holmes,Arthur Conan Doyle,1661,52,Persian,per,45.0,18.571
The Last of the Mohicans,James Fenimore Cooper,940,52,Persian,per,45.0,18.571
Little Women,Louisa May Alcott,514,52,Persian,per,45.0,18.571
The Hound of the Baskervilles,Arthur Conan Doyle,3070,63,Malayalam,mal,37.1,18.55
United States Bill of Rights,,2,63,Malayalam,mal,37.1,18.55
Pride and Prejudice,Jane Austen,1342,99,Tagalog,tgl,23.6,18.543
The Call of the Wild,Jack London,215,53,Hausa,hau,43.9,18.466
Robinson Crusoe,Daniel Defoe,12623,98,Tagalog,tgl,23.6,18.356
The Call of the Wild,Jack London,215,53,Kannada,kan,43.6,18.34
A Study in Scarlet,Arthur Conan Doyle,244,61,Yoruba,yor,37.8,18.3
Through the Looking-Glass,Lewis Carroll,12,61,Yoruba,yor,37.8,18.3
Critique of Pure Reason,Immanuel Kant,4280,59,Pashto,pus,39.0,18.262
Leviathan,Thomas Hobbes,3207,59,Pashto,pus,39.0,18.262
Treasure Island,Robert Louis Stevenson,120,85,Uzbek,uzb,27.0,18.214
Treasure Island,Robert Louis Stevenson,120,85,Igbo,ibo,27.0,18.214
Treasure Island,Robert Louis Stevenson,120,85,Ukrainian,ukr,26.9,18.147
The Adventures of Sherlock Holmes,Arthur Conan Doyle,1661,52,Hausa,hau,43.9,18.117
The Last of the Mohicans,James Fenimore Cooper,940,52,Hausa,hau,43.9,18.117
Little Women,Louisa May Alcott,514,52,Hausa,hau,43.9,18.117
Pride and Prejudice,Jane Austen,1342,99,Azerbaijani,aze,23.0,18.071
Great Expectations,Charles Dickens,1400,69,Burmese,bur,32.9,18.017
The Jungle Book,,236,69,Burmese,bur,32.9,18.017
Book of Mormon,Joseph Smith; Mormon,17,126,Malagasy,mlg,18.0,18.0
The Great Gatsby,F. Scott Fitzgerald,64317,84,Uzbek,uzb,27.0,18.0
The Great Gatsby,F. Scott Fitzgerald,64317,84,Igbo,ibo,27.0,18.0
Strange Case of Dr Jekyll and Mr Hyde,Robert Louis Stevenson,43,60,Yoruba,yor,37.8,18.0
The Adventures of Sherlock Holmes,Arthur Conan Doyle,1661,52,Kannada,kan,43.6,17.994
The Last of the Mohicans,James Fenimore Cooper,940,52,Kannada,kan,43.6,17.994
Little Women,Louisa May Alcott,514,52,Kannada,kan,43.6,17.994
A Study in Scarlet,Arthur Conan Doyle,244,61,Malayalam,mal,37.1,17.961
Through the Looking-Glass,Lewis Carroll,12,61,Malayalam,mal,37.1,17.961
The Great Gatsby,F. Scott Fitzgerald,64317,84,Ukrainian,ukr,26.9,17.933
Robinson Crusoe,Daniel Defoe,12623,98,Azerbaijani,aze,23.0,17.889
A Tale of Two Cities,Charles Dickens,98,65,Odia,ori,34.5,17.798
Oliver Twist,Charles Dickens,56586,83,Uzbek,uzb,27.0,17.786
Oliver Twist,Charles Dickens,56586,83,Igbo,ibo,27.0,17.786
Ulysses,James Joyce,4300,83,Uzbek,uzb,27.0,17.786
Ulysses,James Joyce,4300,83,Igbo,ibo,27.0,17.786
The Merchant of Venice,William Shakespeare,2243,68,Burmese,bur,32.9,17.756
David Copperfield,Charles Dickens,766,68,Burmese,bur,32.9,17.756
Great Expectations,Charles Dickens,1400,69,Sundanese,sun,32.4,17.743
The Jungle Book,,236,69,Sundanese,sun,32.4,17.743
Ulysses,James Joyce,4300,83,Ukrainian,ukr,26.9,17.72
Critique of Pure Reason,Immanuel Kant,4280,59,Yoruba,yor,37.8,17.7
Leviathan,Thomas Hobbes,3207,59,Yoruba,yor,37.8,17.7
Strange Case of Dr Jekyll and Mr Hyde,Robert Louis Stevenson,43,60,Malayalam,mal,37.1,17.667
The Picture of Dorian Gray,Oscar Wilde,4078,82,Uzbek,uzb,27.0,17.571
