title,authors,gutenberg_id,sitelinks,missing_language,language_marc,speakers_millions,opportunity_score
Robinson Crusoe,Daniel Defoe,12623,98,Northern Ndebele,nde,1.6,1.244
A Tale of Two Cities,Charles Dickens,98,65,Slovene,slv,2.4,1.238
A Tale of Two Cities,Charles Dickens,98,65,Galician,glg,2.4,1.238
The Adventures of Sherlock Holmes,Arthur Conan Doyle,1661,52,Ewe,ewe,3.0,1.238
The Adventures of Sherlock Holmes,Arthur Conan Doyle,1661,52,Twi,twi,3.0,1.238
The Last of the Mohicans,James Fenimore Cooper,940,52,Ewe,ewe,3.0,1.238
The Last of the Mohicans,James Fenimore Cooper,940,52,Twi,twi,3.0,1.238
Little Women,Louisa May Alcott,514,52,Ewe,ewe,3.0,1.238
Little Women,Louisa May Alcott,514,52,Twi,twi,3.0,1.238
A Journey to the Centre of the Earth,Jules Verne,18857,64,Slovene,slv,2.4,1.219
A Journey to the Centre of the Earth,Jules Verne,18857,64,Galician,glg,2.4,1.219
The Adventures of Tom Sawyer,Mark Twain,74,76,Swazi,ssw,2.0,1.206
The Adventures of Tom Sawyer,Mark Twain,74,76,Esperanto,epo,2.0,1.206
The Adventures of Tom Sawyer,Mark Twain,74,76,Macedonian,mac,2.0,1.206
The Adventures of Tom Sawyer,Mark Twain,74,76,Nuosu,iii,2.0,1.206
Book of Mormon,Joseph Smith; Mormon,17,126,Bashkir,bak,1.2,1.2
Book of Mormon,Joseph Smith; Mormon,17,126,Tibetan,tib,1.2,1.2
The Hound of the Baskervilles,Arthur Conan Doyle,3070,63,Slovene,slv,2.4,1.2
The Hound of the Baskervilles,Arthur Conan Doyle,3070,63,Galician,glg,2.4,1.2
United States Bill of Rights,,2,63,Slovene,slv,2.4,1.2
United States Bill of Rights,,2,63,Galician,glg,2.4,1.2
A Christmas Carol,Charles Dickens,46,75,Swazi,ssw,2.0,1.19
A Christmas Carol,Charles Dickens,46,75,Macedonian,mac,2.0,1.19
A Christmas Carol,Charles Dickens,46,75,Nuosu,iii,2.0,1.19
Dracula,Bram Stoker,345,75,Swazi,ssw,2.0,1.19
Dracula,Bram Stoker,345,75,Esperanto,epo,2.0,1.19
Dracula,Bram Stoker,345,75,Macedonian,mac,2.0,1.19
Dracula,Bram Stoker,345,75,Nuosu,iii,2.0,1.19
Pride and Prejudice,Jane Austen,1342,99,Latvian,lav,1.5,1.179
Robinson Crusoe,Daniel Defoe,12623,98,Latvian,lav,1.5,1.167
A Study in Scarlet,Arthur Conan Doyle,244,61,Slovene,slv,2.4,1.162
A Study in Scarlet,Arthur Conan Doyle,244,61,Galician,glg,2.4,1.162
Through the Looking-Glass,Lewis Carroll,12,61,Slovene,slv,2.4,1.162
Through the Looking-Glass,Lewis Carroll,12,61,Galician,glg,2.4,1.162
Strange Case of Dr Jekyll and Mr Hyde,Robert Louis Stevenson,43,60,Slovene,slv,2.4,1.143
Strange Case of Dr Jekyll and Mr Hyde,Robert Louis Stevenson,43,60,Galician,glg,2.4,1.143
Critique of Pure Reason,Immanuel Kant,4280,59,Slovene,slv,2.4,1.124
Critique of Pure Reason,Immanuel Kant,4280,59,Galician,glg,2.4,1.124
Leviathan,Thomas Hobbes,3207,59,Slovene,slv,2.4,1.124
Leviathan,Thomas Hobbes,3207,59,Galician,glg,2.4,1.124
Pride and Prejudice,Jane Austen,1342,99,Chechen,che,1.4,1.1
Great Expectations,Charles Dickens,1400,69,Swazi,ssw,2.0,1.095
Great Expectations,Charles Dickens,1400,69,Esperanto,epo,2.0,1.095
Great Expectations,Charles Dickens,1400,69,Macedonian,mac,2.0,1.095
Great Expectations,Charles Dickens,1400,69,Nuosu,iii,2.0,1.095
The Jungle Book,,236,69,Swazi,ssw,2.0,1.095
The Jungle Book,,236,69,Esperanto,epo,2.0,1.095
The Jungle Book,,236,69,Macedonian,mac,2.0,1.095
The Jungle Book,,236,69,Nuosu,iii,2.0,1.095
Robinson Crusoe,Daniel Defoe,12623,98,Chechen,che,1.4,1.089
Treasure Island,Robert Louis Stevenson,120,85,Afar,aar,1.6,1.079
Treasure Island,Robert Louis Stevenson,120,85,Northern Ndebele,nde,1.6,1.079
The Merchant of Venice,William Shakespeare,2243,68,Swazi,ssw,2.0,1.079
The Merchant of Venice,William Shakespeare,2243,68,Esperanto,epo,2.0,1.079
The Merchant of Venice,William Shakespeare,2243,68,Macedonian,mac,2.0,1.079
The Merchant of Venice,William Shakespeare,2243,68,Nuosu,iii,2.0,1.079
David Copperfield,Charles Dickens,766,68,Swazi,ssw,2.0,1.079
David Copperfield,Charles Dickens,766,68,Esperanto,epo,2.0,1.079
David Copperfield,Charles Dickens,766,68,Macedonian,mac,2.0,1.079
David Copperfield,Charles Dickens,766,68,Nuosu,iii,2.0,1.079
The Great Gatsby,F. Scott Fitzgerald,64317,84,Afar,aar,1.6,1.067
The Great Gatsby,F. Scott Fitzgerald,64317,84,Northern Ndebele,nde,1.6,1.067
Sense and Sensibility,Jane Austen,161,56,Slovene,slv,2.4,1.067
Sense and Sensibility,Jane Austen,161,56,Galician,glg,2.4,1.067
Oliver Twist,Charles Dickens,56586,83,Afar,aar,1.6,1.054
Oliver Twist,Charles Dickens,56586,83,Northern Ndebele,nde,1.6,1.054
Ulysses,James Joyce,4300,83,Afar,aar,1.6,1.054
Ulysses,James Joyce,4300,83,Northern Ndebele,nde,1.6,1.054
The Picture of Dorian Gray,Oscar Wilde,4078,82,Afar,aar,1.6,1.041
The Picture of Dorian Gray,Oscar Wilde,4078,82,Northern Ndebele,nde,1.6,1.041
A Tale of Two Cities,Charles Dickens,98,65,Swazi,ssw,2.0,1.032
A Tale of Two Cities,Charles Dickens,98,65,Esperanto,epo,2.0,1.032
A Tale of Two Cities,Charles Dickens,98,65,Macedonian,mac,2.0,1.032
A Tale of Two Cities,Charles Dickens,98,65,Nuosu,iii,2.0,1.032
Pride and Prejudice,Jane Austen,1342,99,Venda,ven,1.3,1.021
Pride and Prejudice,Jane Austen,1342,99,Sardinian,srd,1.3,1.021
Pride and Prejudice,Jane Austen,1342,99,Estonian,est,1.3,1.021
A Journey to the Centre of the Earth,Jules Verne,18857,64,Swazi,ssw,2.0,1.016
A Journey to the Centre of the Earth,Jules Verne,18857,64,Esperanto,epo,2.0,1.016
A Journey to the Centre of the Earth,Jules Verne,18857,64,Macedonian,mac,2.0,1.016
A Journey to the Centre of the Earth,Jules Verne,18857,64,Nuosu,iii,2.0,1.016
Treasure Island,Robert Louis Stevenson,120,85,Latvian,lav,1.5,1.012
Robinson Crusoe,Daniel Defoe,12623,98,Venda,ven,1.3,1.011
Robinson Crusoe,Daniel Defoe,12623,98,Sardinian,srd,1.3,1.011
Robinson Crusoe,Daniel Defoe,12623,98,Estonian,est,1.3,1.011
The Call of the Wild,Jack London,215,53,Slovene,slv,2.4,1.01
The Call of the Wild,Jack London,215,53,Galician,glg,2.4,1.01
Book of Mormon,Joseph Smith; Mormon,17,126,Yiddish,yid,1.0,1.0
The Great Gatsby,F. Scott Fitzgerald,64317,84,Latvian,lav,1.5,1.0
The Hound of the Baskervilles,Arthur Conan Doyle,3070,63,Swazi,ssw,2.0,1.0
The Hound of the Baskervilles,Arthur Conan Doyle,3070,63,Esperanto,epo,2.0,1.0
The Hound of the Baskervilles,Arthur Conan Doyle,3070,63,Macedonian,mac,2.0,1.0
The Hound of the Baskervilles,Arthur Conan Doyle,3070,63,Nuosu,iii,2.0,1.0
United States Bill of Rights,,2,63,Swazi,ssw,2.0,1.0
United States Bill of Rights,,2,63,Esperanto,epo,2.0,1.0
United States Bill of Rights,,2,63,Macedonian,mac,2.0,1.0
United States Bill of Rights,,2,63,Nuosu,iii,2.0,1.0
The Adventures of Sherlock Holmes,Arthur Conan Doyle,1661,52,Slovene,slv,2.4,0.99
The Adventures of Sherlock Holmes,Arthur Conan Doyle,1661,52,Galician,glg,2.4,0.99
The Last of the Mohicans,James Fenimore Cooper,940,52,Slovene,slv,2.4,0.99
The Last of the Mohicans,James Fenimore Cooper,940,52,Galician,glg,2.4,0.99
Little Women,Louisa May Alcott,514,52,Slovene,slv,2.4,0.99
Little Women,Louisa May Alcott,514,52,Galician,glg,2.4,0.99
Oliver Twist,Charles Dickens,56586,83,Latvian,lav,1.5,0.988
The Picture of Dorian Gray,Oscar Wilde,4078,82,Latvian,lav,1.5,0.976
A Study in Scarlet,Arthur Conan Doyle,244,61,Swazi,ssw,2.0,0.968
A Study in Scarlet,Arthur Conan Doyle,244,61,Esperanto,epo,2.0,0.968
A Study in Scarlet,Arthur Conan Doyle,244,61,Macedonian,mac,2.0,0.968
A Study in Scarlet,Arthur Conan Doyle,244,61,Nuosu,iii,2.0,0.968
Through the Looking-Glass,Lewis Carroll,12,61,Swazi,ssw,2.0,0.968
Through the Looking-Glass,Lewis Carroll,12,61,Esperanto,epo,2.0,0.968
Through the Looking-Glass,Lewis Carroll,12,61,Macedonian,mac,2.0,0.968
Through the Looking-Glass,Lewis Carroll,12,61,Nuosu,iii,2.0,0.968
The Adventures of Tom Sawyer,Mark Twain,74,76,Afar,aar,1.6,0.965
The Adventures of Tom Sawyer,Mark Twain,74,76,Northern Ndebele,nde,1.6,0.965
A Christmas Carol,Charles Dickens,46,75,Afar,aar,1.6,0.952
A Christmas Carol,Charles Dickens,46,75,Northern Ndebele,nde,1.6,0.952
Dracula,Bram Stoker,345,75,Afar,aar,1.6,0.952
Dracula,Bram Stoker,345,75,Northern Ndebele,nde,1.6,0.952
Strange Case of Dr Jekyll and Mr Hyde,Robert Louis Stevenson,43,60,Swazi,ssw,2.0,0.952
Strange Case of Dr Jekyll and Mr Hyde,Robert Louis Stevenson,43,60,Macedonian,mac,2.0,0.952
Strange Case of Dr Jekyll and Mr Hyde,Robert Louis Stevenson,43,60,Nuosu,iii,2.0,0.952
Treasure Island,Robert Louis Stevenson,120,85,Chechen,che,1.4,0.944
Pride and Prejudice,Jane Austen,1342,99,Bashkir,bak,1.2,0.943
Pride and Prejudice,Jane Austen,1342,99,Tibetan,tib,1.2,0.943
Critique of Pure Reason,Immanuel Kant,4280,59,Swazi,ssw,2.0,0.937
Critique of Pure Reason,Immanuel Kant,4280,59,Esperanto,epo,2.0,0.937
Critique of Pure Reason,Immanuel Kant,4280,59,Macedonian,mac,2.0,0.937
Critique of Pure Reason,Immanuel Kant,4280,59,Nuosu,iii,2.0,0.937
Leviathan,Thomas Hobbes,3207,59,Swazi,ssw,2.0,0.937
Leviathan,Thomas Hobbes,3207,59,Esperanto,epo,2.0,0.937
Leviathan,Thomas Hobbes,3207,59,Macedonian,mac,2.0,0.937
Leviathan,Thomas Hobbes,3207,59,Nuosu,iii,2.0,0.937
Robinson Crusoe,Daniel Defoe,12623,98,Bashkir,bak,1.2,0.933
Robinson Crusoe,Daniel Defoe,12623,98,Tibetan,tib,1.2,0.933
The Great Gatsby,F. Scott Fitzgerald,64317,84,Chechen,che,1.4,0.933
Oliver Twist,Charles Dickens,56586,83,Chechen,che,1.4,0.922
Ulysses,James Joyce,4300,83,Chechen,che,1.4,0.922
The Picture of Dorian Gray,Oscar Wilde,4078,82,Chechen,che,1.4,0.911
The Adventures of Tom Sawyer,Mark Twain,74,76,Latvian,lav,1.5,0.905
A Christmas Carol,Charles Dickens,46,75,Latvian,lav,1.5,0.893
Dracula,Bram Stoker,345,75,Latvian,lav,1.5,0.893
Sense and Sensibility,Jane Austen,161,56,Swazi,ssw,2.0,0.889
Sense and Sensibility,Jane Austen,161,56,Esperanto,epo,2.0,0.889
Sense and Sensibility,Jane Austen,161,56,Macedonian,mac,2.0,0.889
Sense and Sensibility,Jane Austen,161,56,Nuosu,iii,2.0,0.889
Treasure Island,Robert Louis Stevenson,120,85,Venda,ven,1.3,0.877
Treasure Island,Robert Louis Stevenson,120,85,Sardinian,srd,1.3,0.877
Treasure Island,Robert Louis Stevenson,120,85,Estonian,est,1.3,0.877
Great Expectations,Charles Dickens,1400,69,Afar,aar,1.6,0.876
Great Expectations,Charles Dickens,1400,69,Northern Ndebele,nde,1.6,0.876
The Jungle Book,,236,69,Afar,aar,1.6,0.876
The Jungle Book,,236,69,Northern Ndebele,nde,1.6,0.876
The Great Gatsby,F. Scott Fitzgerald,64317,84,Venda,ven,1.3,0.867
The Great Gatsby,F. Scott Fitzgerald,64317,84,Sardinian,srd,1.3,0.867
The Great Gatsby,F. Scott Fitzgerald,64317,84,Estonian,est,1.3,0.867
The Merchant of Venice,William Shakespeare,2243,68,Afar,aar,1.6,0.863
The Merchant of Venice,William Shakespeare,2243,68,Northern Ndebele,nde,1.6,0.863
David Copperfield,Charles Dickens,766,68,Afar,aar,1.6,0.863
David Copperfield,Charles Dickens,766,68,Northern Ndebele,nde,1.6,0.863
Oliver Twist,Charles Dickens,56586,83,Venda,ven,1.3,0.856
Oliver Twist,Charles Dickens,56586,83,Sardinian,srd,1.3,0.856
Oliver Twist,Charles Dickens,56586,83,Estonian,est,1.3,0.856
Ulysses,James Joyce,4300,83,Venda,ven,1.3,0.856
Ulysses,James Joyce,4300,83,Sardinian,srd,1.3,0.856
Ulysses,James Joyce,4300,83,Estonian,est,1.3,0.856
The Picture of Dorian Gray,Oscar Wilde,4078,82,Venda,ven,1.3,0.846
The Picture of Dorian Gray,Oscar Wilde,4078,82,Sardinian,srd,1.3,0.846
The Picture of Dorian Gray,Oscar Wilde,4078,82,Estonian,est,1.3,0.846
The Adventures of Tom Sawyer,Mark Twain,74,76,Chechen,che,1.4,0.844
The Call of the Wild,Jack London,215,53,Swazi,ssw,2.0,0.841
The Call of the Wild,Jack London,215,53,Esperanto,epo,2.0,0.841
The Call of the Wild,Jack London,215,53,Macedonian,mac,2.0,0.841
The Call of the Wild,Jack London,215,53,Nuosu,iii,2.0,0.841
A Christmas Carol,Charles Dickens,46,75,Chechen,che,1.4,0.833
Dracula,Bram Stoker,345,75,Chechen,che,1.4,0.833
A Tale of Two Cities,Charles Dickens,98,65,Afar,aar,1.6,0.825
A Tale of Two Cities,Charles Dickens,98,65,Northern Ndebele,nde,1.6,0.825
The Adventures of Sherlock Holmes,Arthur Conan Doyle,1661,52,Swazi,ssw,2.0,0.825
The Adventures of Sherlock Holmes,Arthur Conan Doyle,1661,52,Esperanto,epo,2.0,0.825
The Adventures of Sherlock Holmes,Arthur Conan Doyle,1661,52,Macedonian,mac,2.0,0.825
The Adventures of Sherlock Holmes,Arthur Conan Doyle,1661,52,Nuosu,iii,2.0,0.825
The Last of the Mohicans,James Fenimore Cooper,940,52,Swazi,ssw,2.0,0.825
The Last of the Mohicans,James Fenimore Cooper,940,52,Esperanto,epo,2.0,0.825
The Last of the Mohicans,James Fenimore Cooper,940,52,Macedonian,mac,2.0,0.825
The Last of the Mohicans,James Fenimore Cooper,940,52,Nuosu,iii,2.0,0.825
Little Women,Louisa May Alcott,514,52,Swazi,ssw,2.0,0.825
Little Women,Louisa May Alcott,514,52,Esperanto,epo,2.0,0.825
Little Women,Louisa May Alcott,514,52,Macedonian,mac,2.0,0.825
Little Women,Louisa May Alcott,514,52,Nuosu,iii,2.0,0.825
Great Expectations,Charles Dickens,1400,69,Latvian,lav,1.5,0.821
The Jungle Book,,236,69,Latvian,lav,1.5,0.821
A Journey to the Centre of the Earth,Jules Verne,18857,64,Afar,aar,1.6,0.813
A Journey to the Centre of the Earth,Jules Verne,18857,64,Northern Ndebele,nde,1.6,0.813
Treasure Island,Robert Louis Stevenson,120,85,Bashkir,bak,1.2,0.81
Treasure Island,Robert Louis Stevenson,120,85,Tibetan,tib,1.2,0.81
The Merchant of Venice,William Shakespeare,2243,68,Latvian,lav,1.5,0.81
David Copperfield,Charles Dickens,766,68,Latvian,lav,1.5,0.81
The Great Gatsby,F. Scott Fitzgerald,64317,84,Bashkir,bak,1.2,0.8
The Great Gatsby,F. Scott Fitzgerald,64317,84,Tibetan,tib,1.2,0.8
The Hound of the Baskervilles,Arthur Conan Doyle,3070,63,Afar,aar,1.6,0.8
The Hound of the Baskervilles,Arthur Conan Doyle,3070,63,Northern Ndebele,nde,1.6,0.8
United States Bill of Rights,,2,63,Afar,aar,1.6,0.8
United States Bill of Rights,,2,63,Northern Ndebele,nde,1.6,0.8
Oliver Twist,Charles Dickens,56586,83,Bashkir,bak,1.2,0.79
Oliver Twist,Charles Dickens,56586,83,Tibetan,tib,1.2,0.79
Ulysses,James Joyce,4300,83,Bashkir,bak,1.2,0.79
Ulysses,James Joyce,4300,83,Tibetan,tib,1.2,0.79
Pride and Prejudice,Jane Austen,1342,99,Yiddish,yid,1.0,0.786
The Adventures of Tom Sawyer,Mark Twain,74,76,Venda,ven,1.3,0.784
The Adventures of Tom Sawyer,Mark Twain,74,76,Sardinian,srd,1.3,0.784
The Adventures of Tom Sawyer,Mark Twain,74,76,Estonian,est,1.3,0.784
The Picture of Dorian Gray,Oscar Wilde,4078,82,Bashkir,bak,1.2,0.781
The Picture of Dorian Gray,Oscar Wilde,4078,82,Tibetan,tib,1.2,0.781
A Study in Scarlet,Arthur Conan Doyle,244,61,Afar,aar,1.6,0.775
A Study in Scarlet,Arthur Conan Doyle,244,61,Northern Ndebele,nde,1.6,0.775
Through the Looking-Glass,Lewis Carroll,12,61,Afar,aar,1.6,0.775
Through the Looking-Glass,Lewis Carroll,12,61,Northern Ndebele,nde,1.6,0.775
A Christmas Carol,Charles Dickens,46,75,Venda,ven,1.3,0.774
A Christmas Carol,Charles Dickens,46,75,Sardinian,srd,1.3,0.774
A Christmas Carol,Charles Dickens,46,75,Estonian,est,1.3,0.774
Dracula,Bram Stoker,345,75,Venda,ven,1.3,0.774
Dracula,Bram Stoker,345,75,Sardinian,srd,1.3,0.774
Dracula,Bram Stoker,345,75,Estonian,est,1.3,0.774
A Tale of Two Cities,Charles Dickens,98,65,Latvian,lav,1.5,0.774
Great Expectations,Charles Dickens,1400,69,Chechen,che,1.4,0.767
The Jungle Book,,236,69,Chechen,che,1.4,0.767
A Journey to the Centre of the Earth,Jules Verne,18857,64,Latvian,lav,1.5,0.762
Strange Case of Dr Jekyll and Mr Hyde,Robert Louis Stevenson,43,60,Afar,aar,1.6,0.762
Strange Case of Dr Jekyll and Mr Hyde,Robert Louis Stevenson,43,60,Northern Ndebele,nde,1.6,0.762
The Merchant of Venice,William Shakespeare,2243,68,Chechen,che,1.4,0.756
David Copperfield,Charles Dickens,766,68,Chechen,che,1.4,0.756
The Hound of the Baskervilles,Arthur Conan Doyle,3070,63,Latvian,lav,1.5,0.75
United States Bill of Rights,,2,63,Latvian,lav,1.5,0.75
Critique of Pure Reason,Immanuel Kant,4280,59,Afar,aar,1.6,0.749
Critique of Pure Reason,Immanuel Kant,4280,59,Northern Ndebele,nde,1.6,0.749
Leviathan,Thomas Hobbes,3207,59,Afar,aar,1.6,0.749
Leviathan,Thomas Hobbes,3207,59,Northern Ndebele,nde,1.6,0.749
A Study in Scarlet,Arthur Conan Doyle,244,61,Latvian,lav,1.5,0.726
Through the Looking-Glass,Lewis Carroll,12,61,Latvian,lav,1.5,0.726
The Adventures of Tom Sawyer,Mark Twain,74,76,Bashkir,bak,1.2,0.724
The Adventures of Tom Sawyer,Mark Twain,74,76,Tibetan,tib,1.2,0.724
A Tale of Two Cities,Charles Dickens,98,65,Chechen,che,1.4,0.722
A Christmas Carol,Charles Dickens,46,75,Bashkir,bak,1.2,0.714
A Christmas Carol,Charles Dickens,46,75,Tibetan,tib,1.2,0.714
Dracula,Bram Stoker,345,75,Bashkir,bak,1.2,0.714
Dracula,Bram Stoker,345,75,Tibetan,tib,1.2,0.714
Strange Case of Dr Jekyll and Mr Hyde,Robert Louis Stevenson,43,60,Latvian,lav,1.5,0.714
Great Expectations,Charles Dickens,1400,69,Venda,ven,1.3,0.712
Great Expectations,Charles Dickens,1400,69,Sardinian,srd,1.3,0.712
Great Expectations,Charles Dickens,1400,69,Estonian,est,1.3,0.712
The Jungle Book,,236,69,Venda,ven,1.3,0.712
The Jungle Book,,236,69,Sardinian,srd,1.3,0.712
The Jungle Book,,236,69,Estonian,est,1.3,0.712
A Journey to the Centre of the Earth,Jules Verne,18857,64,Chechen,che,1.4,0.711
Sense and Sensibility,Jane Austen,161,56,Afar,aar,1.6,0.711
Sense and Sensibility,Jane Austen,161,56,Northern Ndebele,nde,1.6,0.711
The Merchant of Venice,William Shakespeare,2243,68,Venda,ven,1.3,0.702
The Merchant of Venice,William Shakespeare,2243,68,Sardinian,srd,1.3,0.702
The Merchant of Venice,William Shakespeare,2243,68,Estonian,est,1.3,0.702
David Copperfield,Charles Dickens,766,68,Venda,ven,1.3,0.702
David Copperfield,Charles Dickens,766,68,Sardinian,srd,1.3,0.702
David Copperfield,Charles Dickens,766,68,Estonian,est,1.3,0.702
Critique of Pure Reason,Immanuel Kant,4280,59,Latvian,lav,1.5,0.702
Leviathan,Thomas Hobbes,3207,59,Latvian,lav,1.5,0.702
The Hound of the Baskervilles,Arthur Conan Doyle,3070,63,Chechen,che,1.4,0.7
United States Bill of Rights,,2,63,Chechen,che,1.4,0.7
A Study in Scarlet,Arthur Conan Doyle,244,61,Chechen,che,1.4,0.678
Through the Looking-Glass,Lewis Carroll,12,61,Chechen,che,1.4,0.678
The Call of the Wild,Jack London,215,53,Afar,aar,1.6,0.673
The Call of the Wild,Jack London,215,53,Northern Ndebele,nde,1.6,0.673
A Tale of Two Cities,Charles Dickens,98,65,Venda,ven,1.3,0.671
A Tale of Two Cities,Charles Dickens,98,65,Sardinian,srd,1.3,0.671
A Tale of Two Cities,Charles Dickens,98,65,Estonian,est,1.3,0.671
The Great Gatsby,F. Scott Fitzgerald,64317,84,Yiddish,yid,1.0,0.667
Strange Case of Dr Jekyll and Mr Hyde,Robert Louis Stevenson,43,60,Chechen,che,1.4,0.667
Sense and Sensibility,Jane Austen,161,56,Latvian,lav,1.5,0.667
A Journey to the Centre of the Earth,Jules Verne,18857,64,Venda,ven,1.3,0.66
A Journey to the Centre of the Earth,Jules Verne,18857,64,Sardinian,srd,1.3,0.66
A Journey to the Centre of the Earth,Jules Verne,18857,64,Estonian,est,1.3,0.66
The Adventures of Sherlock Holmes,Arthur Conan Doyle,1661,52,Afar,aar,1.6,0.66
The Adventures of Sherlock Holmes,Arthur Conan Doyle,1661,52,Northern Ndebele,nde,1.6,0.66
The Last of the Mohicans,James Fenimore Cooper,940,52,Afar,aar,1.6,0.66
The Last of the Mohicans,James Fenimore Cooper,940,52,Northern Ndebele,nde,1.6,0.66
Little Women,Louisa May Alcott,514,52,Afar,aar,1.6,0.66
Little Women,Louisa May Alcott,514,52,Northern Ndebele,nde,1.6,0.66
Ulysses,James Joyce,4300,83,Yiddish,yid,1.0,0.659
Great Expectations,Charles Dickens,1400,69,Bashkir,bak,1.2,0.657
Great Expectations,Charles Dickens,1400,69,Tibetan,tib,1.2,0.657
The Jungle Book,,236,69,Bashkir,bak,1.2,0.657
The Jungle Book,,236,69,Tibetan,tib,1.2,0.657
Critique of Pure Reason,Immanuel Kant,4280,59,Chechen,che,1.4,0.656
Leviathan,Thomas Hobbes,3207,59,Chechen,che,1.4,0.656
The Hound of the Baskervilles,Arthur Conan Doyle,3070,63,Venda,ven,1.3,0.65
The Hound of the Baskervilles,Arthur Conan Doyle,3070,63,Sardinian,srd,1.3,0.65
The Hound of the Baskervilles,Arthur Conan Doyle,3070,63,Estonian,est,1.3,0.65
United States Bill of Rights,,2,63,Venda,ven,1.3,0.65
United States Bill of Rights,,2,63,Sardinian,srd,1.3,0.65
United States Bill of Rights,,2,63,Estonian,est,1.3,0.65
The Merchant of Venice,William Shakespeare,2243,68,Bashkir,bak,1.2,0.648
The Merchant of Venice,William Shakespeare,2243,68,Tibetan,tib,1.2,0.648
David Copperfield,Charles Dickens,766,68,Bashkir,bak,1.2,0.648
David Copperfield,Charles Dickens,766,68,Tibetan,tib,1.2,0.648
The Call of the Wild,Jack London,215,53,Latvian,lav,1.5,0.631
A Study in Scarlet,Arthur Conan Doyle,244,61,Venda,ven,1.3,0.629
A Study in Scarlet,Arthur Conan Doyle,244,61,Sardinian,srd,1.3,0.629
A Study in Scarlet,Arthur Conan Doyle,244,61,Estonian,est,1.3,0.629
Through the Looking-Glass,Lewis Carroll,12,61,Venda,ven,1.3,0.629
Through the Looking-Glass,Lewis Carroll,12,61,Sardinian,srd,1.3,0.629
Through the Looking-Glass,Lewis Carroll,12,61,Estonian,est,1.3,0.629
Sense and Sensibility,Jane Austen,161,56,Chechen,che,1.4,0.622
A Tale of Two Cities,Charles Dickens,98,65,Bashkir,bak,1.2,0.619
A Tale of Two Cities,Charles Dickens,98,65,Tibetan,tib,1.2,0.619
Strange Case of Dr Jekyll and Mr Hyde,Robert Louis Stevenson,43,60,Venda,ven,1.3,0.619
Strange Case of Dr Jekyll and Mr Hyde,Robert Louis Stevenson,43,60,Sardinian,srd,1.3,0.619
Strange Case of Dr Jekyll and Mr Hyde,Robert Louis Stevenson,43,60,Estonian,est,1.3,0.619
The Adventures of Sherlock Holmes,Arthur Conan Doyle,1661,52,Latvian,lav,1.5,0.619
The Last of the Mohicans,James Fenimore Cooper,940,52,Latvian,lav,1.5,0.619
Little Women,Louisa May Alcott,514,52,Latvian,lav,1.5,0.619
A Journey to the Centre of the Earth,Jules Verne,18857,64,Bashkir,bak,1.2,0.61
A Journey to the Centre of the Earth,Jules Verne,18857,64,Tibetan,tib,1.2,0.61
Critique of Pure Reason,Immanuel Kant,4280,59,Venda,ven,1.3,0.609
Critique of Pure Reason,Immanuel Kant,4280,59,Sardinian,srd,1.3,0.609
Critique of Pure Reason,Immanuel Kant,4280,59,Estonian,est,1.3,0.609
